0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
393.08102380786033,366.40108307777643,371.24322294949076,347.1932409118263,316.46032428467623,316.3670726246965,327.24321412796047,352.033525576408,371.8320143532093,396.8388502461677,415.04366420363,429.27042198705976,394.9800518269087,403.80721365355345,377.24093994329166,346.3476392065695,322.2964898539654,344.9269411548879,361.99639867188944,393.4104670362543,426.93880514178306,454.4686841879618,428.77350775635176,455.2602996211004,478.96489905630557,504.94090924648435,480.55890244463876,453.734330388771,483.4009519596567,460.56881739907203,451.3723385720541,448.29127803663835,422.00225498470786,388.4466551469862,423.03298803068435,449.39899516913164,478.26265022367625,463.1820650727245,443.58917516490527,438.39983423718513,435.1321900656456,400.52415078614246,420.0718686653307,454.83856133527195,456.8469222424182,449.0250308932898,441.517663418774,413.2430626708211,396.8743899563019,397.0236851607261,392.2530452401549,395.40547744217264,419.8400728467911,400.60703403576395,367.54352669920576,335.2193078689976,309.6111242404777,314.5449331767859,336.1178698794406,363.1942856290848
461.343016750489,454.5630444220516,430.3790739929819,423.4783577540254,411.74741712757026,437.6492287875699,436.7195852063124,417.55329820312943,402.769372880234,377.3222843982222,406.6232658330614,375.1474750696142,341.0467124685268,318.8559378154076,340.6171190691514,342.2597941333271,351.06882424971616,341.1100415288176,310.9175005172595,335.8485718917113,314.2811709404898,281.5953149786478,286.6846044939714,257.5148499208935,229.21817955108187,255.39121528665623,254.80388653891592,236.85822859884877,238.07914875817696,258.7074903965753,228.3522805295374,225.04970033818984,244.68110983117538,256.2247467491504,289.2970996666264,280.5155633545079,250.070997256934,254.97809694859947,264.67029508029594,239.4424900853334,250.09918251274777,232.87447794785217,260.44101052791507,283.90231523278317,278.9763519526741,311.6483752885704,345.2325465000523,319.2801227263857,310.0200890646584,317.0425919679235,287.98123863862463,279.7671239056142,263.04916978677556,294.6926852544449,288.5036928526478,306.8906529509737,298.96002839682586,273.18687332614434,298.60748043740364,263.63666462062093
241.257532110291,240.4993674152422,258.12241865992326,247.04171933027754,224.11416121884042,232.4320463212792,231.61994345144814,220.25267076104257,238.85319576772437,226.28175528222394,231.86835143865153,250.05151030175344,267.1698707014309,250.61176458135247,241.5989776476033,233.97481044976317,266.86343782202465,245.19981871114285,231.027439130145,240.4838349896519,230.50344279637613,227.13077427630057,224.03947916060048,244.9919520997376,256.72000931717395,267.23141174863156,286.3624123092893,274.2074732047696,303.4971345576041,319.821457332417,341.1510585331001,356.6184100009699,346.7103051812492,331.5225793456337,326.09877421616466,297.89089945349974,294.48053456311607,262.5004033797829,227.7766205816865,259.84637670615234,273.09995694730486,277.4292432419227,266.30638600153674,271.2440470294919,298.65435137317513,309.32096074924567,316.49470060599094,313.7090158140084,302.90780795956846,316.8061059340883,350.4747718051953,345.2078103516366,337.6621746326307,332.63011769818365,327.41819546166414,361.7619295974588,376.23640762311265,366.37931906785406,357.38448523572464,352.5402699678085
233.9506312805709,245.83694607917977,269.36193919746404,280.6016847219898,259.4911439952977,275.4535408917836,290.8156433350257,274.1933884304555,282.794614410441,290.5610467289765,314.3461803989092,288.8712422272501,267.5099375430567,266.5278028068031,234.61796322926457,240.62093761489717,263.84148216194063,239.25148974082052,244.95290418321522,279.33954001247207,279.7539409522126,279.63660864075894,283.7521595014507,261.77246542474256,237.07393721275866,255.2725224273116,247.97619912071553,238.25721754491306,221.6718303311612,251.02622028412392,222.13455281780682,247.85028793373579,244.00809092045364,255.3274247552257,237.66488480353706,228.18410552062025,243.03388371148907,260.36939641662286,239.05392706278312,243.58691471771266,246.05096282326906,233.18573500105157,247.22732287959613,229.0811871010205,242.47034868364688,226.51894850991704,240.15921027263755,237.18755778863596,243.60162950270143,245.41841925912297,274.8558840736985,274.15137607065094,296.44629934203215,277.24196684585223,266.8877624702503,237.1440191145737,241.93948105558667,258.07542455197597,281.7471169396337,286.3611607655746
463.2276144453698,440.6363098785562,408.2407325548969,428.65890271730905,405.35157723819907,376.7334447254917,407.3628071889534,439.8093026730958,447.94731308527037,439.4519221733809,462.77869004086455,442.10908719434343,437.16655011442117,427.1577610444633,456.04676039638105,485.4311794717402,495.9931943143969,468.7450041334853,467.4984994095665,449.67148504525045,476.6155814681642,451.3037773992983,420.1054967095478,434.4155290580533,431.145554305824,454.83109643803994,425.0551706198918,446.13049990244076,413.74393260153187,380.70883343550884,378.0009360566809,358.4913263343266,365.0516358247837,331.85882541958665,299.33609338499514,315.23648811703094,294.9480494914928,305.8972481477441,323.3917994527972,292.5449810535449,311.42775786604165,295.2172431233317,287.48546019731407,258.55020365798623,282.2543024935259,286.5053175363294,286.83188698563146,319.6307237488244,308.04612694467136,335.40067699804007,350.7788286725624,380.7757981822191,409.3219418755913,443.69402822741614,417.9114008700172,438.6325483164288,459.94715316275403,470.0533001352481,454.57356721192224,487.1339462259043
297.68041239827966,297.6506888833704,299.15478678071344,275.48284091923614,291.059858482563,262.2805599751798,275.79740449444955,300.20048923479413,289.6582389905621,304.3176955925061,280.29187616285554,304.50830626455706,336.1505251632828,311.8390837082672,325.26924688633045,325.67742364528726,327.88237687355377,342.33665717560194,341.5484921291526,348.57133957039275,329.73441092918915,321.2298726833933,346.7966971883984,319.4898730037854,326.3201412691402,304.2202356255825,328.47800748021854,334.01108424996704,327.224499036886,309.7122261925133,305.2913551357877,337.3242179503096,337.96886823236304,335.83313545135326,353.0723023963749,344.60559735460834,339.52527384626393,328.1116150562773,303.6759979293347,318.64264292352027,344.7548068953739,373.14629234236753,399.8024980050121,396.42736417567164,381.31199762989536,390.966660101953,422.7960039353752,438.6895493071776,438.32894861848854,451.5455488344299,470.6232027062377,499.9720509992026,518.3971537772534,513.7204926717668,497.8729489643507,497.8646654954221,485.8371216178051,516.830643105952,517.3882521474494,515.43219566493
352.3145628988479,362.0730522192599,363.47664172272624,337.5100663256042,363.35461308373885,353.48551133380477,348.7660014308756,328.1626953973261,331.90056993057834,346.0444243005792,372.72599674439493,341.3385332924533,374.4717669714098,388.7390089128348,373.639916821641,352.9531496726186,338.6793039784405,364.98010659509146,350.377418718808,347.7748981378145,362.17656193477075,388.2158523954427,399.31583375967,417.0334775170796,394.16635325779646,420.5849011961762,404.88524404944394,378.87171553340005,412.2088158572469,391.3236106390382,365.8892485444965,374.71071155162156,362.03113201634824,336.3655763789828,343.4440545840941,361.57302048965056,382.0969066841515,357.9827887550106,361.96348351080655,383.9209694585088,360.19706025820176,339.734817882149,304.90361570236644,306.6280066500366,285.25572543037316,300.9527057312561,333.3076756244885,312.92055985442346,323.3573506778707,303.1857629799665,269.4462431085458,287.5450367035667,282.9253640691292,314.2004443751549,316.6004561251933,292.62425695349117,289.10846787930063,268.3108935157218,294.772942603782,308.13616526590874
349.67074576878736,351.6181683652872,363.4817815401992,383.281821705379,353.89212639631694,320.4684453359842,293.48013413787646,286.12987584995585,283.7993385557023,258.3516526706717,252.13237232364406,249.6471853206475,227.0523590984812,258.5477138173505,265.48792874849,257.68541588042973,258.1689187234842,245.16274277630066,271.3988981026452,276.64995101244045,276.2926580199885,305.0546362366803,328.7132151130651,350.60934751287454,331.4019918091036,307.1206096118886,320.4273659917809,318.2323239356786,331.09221384265766,349.3361200904358,335.0080656045684,319.933595923165,319.2918055612379,303.4402575080927,315.1509268292267,332.4220580408769,330.464784264604,346.13076785650907,346.8613976914634,361.76241822915404,342.51019557485483,359.2292087901678,374.28789043215903,357.95028992560145,361.8682592984137,386.74007604962185,369.2066613376926,385.7252462187199,417.502916419002,443.13985080203156,436.2462565896509,443.75079789882057,478.17470729650984,482.96532609281013,456.0172582629358,424.19741109744905,444.51942677953105,439.17340955766025,421.45031190170386,410.78735404797015
507.80168928765187,505.36900278201995,531.1639672588313,547.6087584732703,580.7897490044501,593.955761212619,569.403457755826,577.6354645617716,543.8139061939701,578.1913769040419,558.0187745647513,569.5544311184021,590.1277729256766,562.3281797090109,586.6797337057444,552.2714475377074,548.209847203686,546.2524807808657,537.4388307089772,543.4857629500121,572.5247273591964,557.9534614256819,563.5016535273315,589.9240303293641,589.767547314495,556.6100127875358,587.6053662764721,554.8161792181455,561.0292724243486,566.3040258464101,585.325868809372,557.6996484412552,535.2555758856445,552.9030611773297,528.3683938461435,526.2295527407382,542.4449190555034,553.031854070291,532.7741470982077,519.0513652062336,551.8796084331066,548.2865518439485,516.3985751944952,496.76951815713846,485.7399744334671,520.7042327340881,506.8926410574724,473.74035047225055,474.64486090112405,445.49723784930245,429.681969758003,464.14879208457876,478.4734884096896,447.02015245949053,443.42822276091624,420.4428486449357,394.04897459308415,400.1435535275003,400.53946580231536,417.54012670440096
559.0763667281067,541.344096748323,570.9535358142008,569.1290773236253,551.178772205343,575.3837808725257,542.5019402513251,546.6675966744324,562.18110412653,546.7795422274601,572.2239764568853,552.3080858632932,576.0992856545149,545.7256401324869,521.9205715632771,513.5894924364106,538.3733783322832,513.494353891158,539.7750306767549,520.8562375396505,517.5318254412675,507.22323373949115,480.4920696025078,511.5937513688477,507.26623172150266,520.5894200164363,525.8581573829184,525.9782715625729,534.1387052115523,562.0226666457223,575.97453294431,572.4044183320053,577.790208823916,577.4818989822088,567.3942083473543,574.631873848305,566.4093515016973,583.37461299157,598.395094930707,598.5308752211961,593.4623910267585,583.4580167889844,587.0800735376034,560.6121347531005,559.143426765075,542.1547603144705,507.39940899212485,540.0710392191701,565.540438548799,566.2217193058079,548.7018767171281,562.2101414310747,557.6462173495696,578.8806846891586,599.9729566732996,577.2002882904449,556.3267137444138,540.043487960047,511.577725157694,504.16095891270487
226.62152003242554,224.7613169839977,230.80298073051276,227.32219164450822,250.98657772334025,226.96849874056178,256.3444725060557,236.8224877658224,225.62743591949217,220.41060704899206,245.3258433675242,235.48062162097222,245.71980630237314,226.77730473416995,261.1630080383761,234.93993977327298,240.57155596754507,267.32748798371165,249.46957437734014,237.2115573720264,262.21301885918456,246.34679486262544,220.17614573272027,235.052355392985,220.6274167697526,252.41354886989393,263.2669071535501,269.07790578903706,248.1891715494025,264.2290195864,276.6368446438842,245.86929481865977,273.61650717390245,279.17544257898885,299.64812425169157,283.05210930071064,256.59545528345245,270.7669254065274,291.3387134443887,283.3610607977391,250.0195200698809,273.20248397824275,252.6290574213736,242.92841066626502,256.39242381179514,228.38925415658633,223.12384259517992,220.9799265416382,252.98063483655312,241.1679966325313,257.1078821027512,291.3543495339932,303.21590508332923,304.9725407932618,306.4369361394685,297.8211365313571,304.8057124482131,336.9211097164124,357.0841920752941,351.7800552676207
